Date,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2020-04-01,242.264892578125,42.184696197509766,26.196874618530273,19.13194465637207,55.48274230957031,75.77466583251953,52.10111999511719,50.402896881103516,83.8763427734375,92.96319580078125
2020-04-02,247.85525512695312,42.82222366333008,28.596515655517578,19.611469268798828,56.22119903564453,77.5467758178711,53.434059143066406,51.98040771484375,86.19940948486328,93.31044006347656
2020-04-03,244.272705078125,41.79237365722656,28.29300308227539,19.220022201538086,55.472896575927734,76.34886932373047,53.85242462158203,50.122230529785156,85.42176818847656,91.68334197998047
2020-04-06,260.6795654296875,44.901546478271484,29.791593551635742,20.599870681762695,59.31287384033203,82.86307525634766,55.856685638427734,53.99342727661133,89.90056610107422,99.3128662109375
2020-04-07,260.9453430175781,46.09813690185547,30.427074432373047,20.80537986755371,59.175025939941406,82.12057495117188,55.21454620361328,53.31596755981445,89.16230773925781,100.79115295410156
2020-04-08,269.704833984375,48.354000091552734,32.45681381225586,21.71549415588379,61.321475982666016,84.32827758789062,56.03181457519531,56.219356536865234,92.83390808105469,103.96598815917969
2020-04-09,273.80902099609375,50.433319091796875,32.162784576416016,22.88004493713379,62.247013092041016,84.34806823730469,56.55720520019531,58.871124267578125,93.34577941894531,105.84112548828125
2020-04-13,271.3091125488281,49.325008392333984,32.058448791503906,22.0482234954834,60.425479888916016,84.53617858886719,56.13884353637695,57.003273010253906,92.52877044677734,105.81135559082031
2020-04-14,279.3108215332031,49.96253204345703,31.906694412231445,22.14608383178711,61.57748031616211,88.08037567138672,58.52255630493164,58.67756271362305,95.59994506835938,109.94857788085938
2020-04-15,273.3759765625,47.66743087768555,30.408103942871094,21.187040328979492,59.87409973144531,86.15977478027344,57.5982551574707,56.74197006225586,95.1077651977539,107.53768157958984
2020-04-16,274.69482421875,47.39280700683594,29.108694076538086,20.815166473388672,59.342411041259766,87.20917510986328,57.97770690917969,56.75164794921875,97.18474578857422,108.82745361328125
2020-04-17,282.11578369140625,49.29557800292969,32.200721740722656,21.91121482849121,62.12885284423828,88.36748504638672,58.86308288574219,58.58078384399414,99.2026596069336,112.04198455810547
2020-04-20,277.1455078125,48.079376220703125,31.195335388183594,21.529556274414062,60.474708557128906,86.95177459716797,57.705284118652344,56.36452865600586,98.41517639160156,110.08747100830078
2020-04-21,268.73046875,46.89259338378906,30.645221710205078,20.834741592407227,59.04703140258789,83.30857849121094,56.4793701171875,55.43544387817383,95.42276000976562,107.23011779785156
2020-04-22,274.69482421875,47.81455612182617,31.7359676361084,21.059823989868164,59.66733169555664,86.51617431640625,57.02421951293945,57.051666259765625,96.87959289550781,109.54180145263672
2020-04-23,274.67510986328125,48.14802932739258,32.760318756103516,20.971744537353516,60.13994598388672,85.92218017578125,56.518287658691406,56.09354782104492,97.41114044189453,109.51202392578125
2020-04-24,278.5037536621094,48.903255462646484,32.83619689941406,21.275117874145508,60.62240219116211,87.74378204345703,57.12151336669922,56.441951751708984,98.72032165527344,111.3673324584961
2020-04-27,282.51934814453125,50.207733154296875,33.54755401611328,21.999292373657227,62.12885284423828,88.49618530273438,57.28691864013672,57.032310485839844,99.9901351928711,113.45081329345703
2020-04-28,281.2201843261719,51.13950729370117,34.315818786621094,22.234159469604492,63.29069519042969,87.31807708740234,57.60798263549805,57.2452278137207,97.97221374511719,113.89727783203125
2020-04-29,288.58209228515625,52.44398880004883,36.857730865478516,22.88004493713379,64.50176239013672,90.90188598632812,57.364749908447266,56.72261428833008,98.62188720703125,116.40737915039062
2020-04-30,285.8952331542969,50.88449478149414,36.04204559326172,22.302663803100586,63.221771240234375,90.49597930908203,56.68368911743164,55.416080474853516,98.16909790039062,115.68311309814453
2020-05-01,278.3265686035156,49.815406799316406,34.0028190612793,21.588274002075195,61.3116340637207,88.0110855102539,56.06100082397461,54.08052444458008,96.298828125,111.3573989868164
2020-05-04,279.09429931640625,49.99195861816406,35.178932189941406,21.39255142211914,60.533790588378906,89.17927551269531,56.03181457519531,54.487003326416016,96.24960327148438,111.96260833740234
2020-05-05,281.67291259765625,50.11945724487305,35.2073860168457,21.324047088623047,60.77009582519531,90.40689086914062,56.080467224121094,54.932186126708984,98.33642578125,112.369384765625
2020-05-06,279.7635498046875,49.256351470947266,34.28736877441406,20.86409568786621,59.93317794799805,91.10977935791016,55.46751022338867,53.064334869384766,97.3619155883789,112.34954071044922
